K,topic_id,rank,theta,master_id,title,author,year,decade,L1,topic_label
20,5,6,0.9466283289363436,MASTER_00349,The Great wall,"Edgar, J. H.",1914,1910,Natural Sciences,"FREX: leaflets, ventral, ovate, slender, glabrous, tibetan, hairs, apex, pagodas, bristle | Prob: leaves, species, flowers, tibetan, tai, slender, base, tibet, lower, white | Representative: Shantung foraminifera; Then and now; Oribatoidea Sinensis, Part III; The Family names"
20,5,7,0.8824024796697305,MASTER_00529,Contributions from the Herbarium of the Shantung Christian University,"Jacot, A. P.",1928,1920,Natural Sciences,"FREX: leaflets, ventral, ovate, slender, glabrous, tibetan, hairs, apex, pagodas, bristle | Prob: leaves, species, flowers, tibetan, tai, slender, base, tibet, lower, white | Representative: Shantung foraminifera; Then and now; Oribatoidea Sinensis, Part III; The Family names"
20,5,8,0.8527240051645503,MASTER_00529,Contributions from the Herbarium of the Shantung Christian University,"Jacot, A. P.",1928,1920,Natural Sciences,"FREX: leaflets, ventral, ovate, slender, glabrous, tibetan, hairs, apex, pagodas, bristle | Prob: leaves, species, flowers, tibetan, tai, slender, base, tibet, lower, white | Representative: Shantung foraminifera; Then and now; Oribatoidea Sinensis, Part III; The Family names"
20,5,9,0.8151224155637521,MASTER_00367,"Freshwater sponges from the T'ai Hu (Great Lake) of the Kiangsu Province, China","Annandale, N.",1916,1910,Natural Sciences,"FREX: leaflets, ventral, ovate, slender, glabrous, tibetan, hairs, apex, pagodas, bristle | Prob: leaves, species, flowers, tibetan, tai, slender, base, tibet, lower, white | Representative: Shantung foraminifera; Then and now; Oribatoidea Sinensis, Part III; The Family names"
20,5,10,0.704720714963643,MASTER_00559,Bamboos in China,"Porterfield, W. M.",1931,1930,Natural Sciences,"FREX: leaflets, ventral, ovate, slender, glabrous, tibetan, hairs, apex, pagodas, bristle | Prob: leaves, species, flowers, tibetan, tai, slender, base, tibet, lower, white | Representative: Shantung foraminifera; Then and now; Oribatoidea Sinensis, Part III; The Family names"
20,5,11,0.6324516530500163,MASTER_00415,"Relation of Chinese and Siamese, The *","Dodd, W. C.",1920,1920,Anthropology and Social Customs,"FREX: leaflets, ventral, ovate, slender, glabrous, tibetan, hairs, apex, pagodas, bristle | Prob: leaves, species, flowers, tibetan, tai, slender, base, tibet, lower, white | Representative: Shantung foraminifera; Then and now; Oribatoidea Sinensis, Part III; The Family names"
20,5,12,0.6231841588333088,MASTER_00415,"Relation of Chinese and Siamese, The *","Dodd, W. C.",1920,1920,Anthropology and Social Customs,"FREX: leaflets, ventral, ovate, slender, glabrous, tibetan, hairs, apex, pagodas, bristle | Prob: leaves, species, flowers, tibetan, tai, slender, base, tibet, lower, white | Representative: Shantung foraminifera; Then and now; Oribatoidea Sinensis, Part III; The Family names"
20,6,1,0.9992088347807498,MASTER_00139,Narrative of recent events in Tong - king,"Cordier, H.",1874,1870,History and Chronology,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,2,0.8247589496179085,MASTER_00180,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,3,0.8120074000435246,MASTER_00136,"Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster","Camajee, D. N.",1874,1870,Religion and Philosophy,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,4,0.7619158715660745,MASTER_00134,"Retrospect of events in China, 1873",Editorial Committee,1873,1870,History and Chronology,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,5,0.6730321606413802,MASTER_00491,Some new light on the life and times of Bishop Della Chiesa,"Heeren, J. J.",1925,1920,Religion and Philosophy,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,6,0.6656147743268892,MASTER_00423,"Chinese life of Mohammed, A","Mason, I.",1920,1920,Religion and Philosophy,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,7,0.6572863487114707,MASTER_00138,"Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese","Watters, T.",1874,1870,Religion and Philosophy,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,8,0.6457283787904566,MASTER_00423,"Chinese life of Mohammed, A","Mason, I.",1920,1920,Religion and Philosophy,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,9,0.6409148940788728,MASTER_00465,Bishop Della Chiesa and the story of his lost grave *,"Heeren, J. J.",1923,1920,Religion and Philosophy,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,10,0.6001830877722387,MASTER_00213,Where was Ta - ts ' in ?,"Allen, H. J.",1886,1880,Geography and Travel,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,11,0.5661095205400799,INDEX_00063,An account of a translation of a Japanese Manuscript,,1866,1860,History and Chronology,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,6,12,0.5172402266986786,MASTER_00260,Militant spirit of the Buddhist clergy in China,"Groot, J. J. M. de",1891,1890,Religion and Philosophy,"FREX: garnier, tong_king, prophet, moslems, noi, moslem, mohammed, nous, hua_ching, bishop | Prob: king, son, mohammed, tong, les, prophet, religion, tong_king, garnier, bishop | Representative: Narrative of recent events in Tong - king; Corea; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Retrospect of events in China, 1873"
20,7,1,0.9990839245126992,MASTER_00258,A Comparative table of the ancient lunar asterisms,"Kingsmill, T. W.",1891,1890,Natural Sciences,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,2,0.9990563671837888,MASTER_00258,A Comparative table of the ancient lunar asterisms,"Kingsmill, T. W.",1891,1890,Natural Sciences,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,3,0.9988617118577146,MASTER_00158,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""","Kingsmill, T. W.",1877,1870,Religion and Philosophy,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,4,0.9988100719004708,INDEX_00282,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",Thos. W. KINGSMILL,1898,1890,Anthropology and Social Customs,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,5,0.9987739367639056,MASTER_00158,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""","Kingsmill, T. W.",1877,1870,Religion and Philosophy,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,6,0.9986772321994646,INDEX_00282,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",Thos. W. KINGSMILL,1898,1890,Anthropology and Social Customs,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,7,0.9912709544537376,MASTER_00143,Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,"Kingsmill, T. W.",1875,1870,Anthropology and Social Customs,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,8,0.9661990195252496,MASTER_00115,"The Mythical origin of the Chow or Djow Dynasty, as set forth in the ""Shoo-king""","Kingsmill, T. W.",1871,1870,History and Chronology,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,9,0.9256672023932,MASTER_00318,"Two zodiacs (solar and lunar), their origin and connections, The","Kingsmill, T. W.",1907,1900,Natural Sciences,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,10,0.8915825007604031,MASTER_00127,"The legend of Wen Wang, founder of the dynasty of the Chows in China","Kingsmill, T. W.",1873,1870,History and Chronology,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,11,0.7753192661659658,MASTER_00279,"Chinese system of family relationship and its Aryan affinities, The","Kingsmill, T. W.",1896,1890,Anthropology and Social Customs,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,7,12,0.7626959455301614,MASTER_00163,"The story of Shun, the Emperor","Kingsmill, T. W.",1878,1870,History and Chronology,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
20,8,1,0.937244074279434,MASTER_00449,"Partial bibliography of Chinese birds, A","Riley, J. H. and Richmond, C. W.",1922,1920,Natural Sciences,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,2,0.8964044258742766,MASTER_00180,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,3,0.8927540751130126,MASTER_00180,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,4,0.6893260276059062,MASTER_00505,Northern Tungus migrations in the Far East,"Shirokogoroff, S. M.",1926,1920,Anthropology and Social Customs,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,5,0.6496326301282582,MASTER_00369,Recent research upon the mammalia of North China,"Sowerby, A. de C.",1916,1910,Natural Sciences,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,6,0.5446227034651572,MASTER_00472,Who are the Northern Chinese ?,"Shirokogoroff, S. M.",1924,1920,Anthropology and Social Customs,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,7,0.5311937603832032,MASTER_00180,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,8,0.4653677604666808,,,,1920,1920,Unknown,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,9,0.4422249996796387,,,,1920,1920,Unknown,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,10,0.4323422467929777,MASTER_00569,"Asiatic origin of South American man, The","Gapanovich, J. J.",1931,1930,Anthropology and Social Customs,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,11,0.4207219427794383,MASTER_00480,Sramana - Shaman,"Mironov, N. D. and Shirokogoroff, S. M.",1924,1920,Anthropology and Social Customs,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,8,12,0.3851645132402674,MASTER_00150,"The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature","Mollendorf, 0. F. von",1877,1870,Natural Sciences,"FREX: tungus, orn, goldi, skvortzow, length_breadth, zool, north_manchuria, manchuria, breadth, harbin | Prob: manchuria, tungus, length, breadth, northern, goldi, rice, length_breadth, fruits, russian | Representative: Partial bibliography of Chinese birds, A; Corea; Northern Tungus migrations in the Far East; Recent research upon the mammalia of North China"
20,9,1,0.9989557848196536,MASTER_00012,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow","Ward, J.",1859,1850,Natural Sciences,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,2,0.9988422871944652,MASTER_00012,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow","Ward, J.",1859,1850,Natural Sciences,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,3,0.963077932614168,MASTER_00095,"Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se","Wylie, A.",1868,1860,Geography and Travel,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,4,0.9554269760856924,MASTER_00238,The Bore of the Tsien - tang Kiang (Hang - chau Bay),Moore,1888,1880,Natural Sciences,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,5,0.94726593963576,MASTER_00079,Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal,"Ellias, N.",1867,1860,Natural Sciences,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,6,0.8262940692087479,MASTER_00306,Irrigation of the Ch'eng tu Plain and beyond *,"Vale, J.",1905,1900,Natural Sciences,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,7,0.82025483103845,MASTER_00096,Report of an exploration of the new course of the Yellow River,"Ellias, N.",1868,1860,Natural Sciences,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,8,0.7697523211693565,MASTER_00016,Narrative of a visit to the island of Formosa,"Swinhoe, R.",1859,1850,Geography and Travel,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,9,0.7696772491996144,MASTER_00016,Narrative of a visit to the island of Formosa,"Swinhoe, R.",1859,1850,Geography and Travel,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,10,0.7527272547776661,MASTER_00113,Narrative of an exploring visit to Hainan,"Swinhoe, R.",1871,1870,Geography and Travel,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,11,0.7336796984429388,MASTER_00189,"Journey in Fukien, A *","Parker, E. H.",1884,1880,Geography and Travel,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,9,12,0.7179023173369901,MASTER_00188,"Journey in Chekiang, A","Parker, E. H.",1884,1880,Geography and Travel,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
20,10,1,0.9998330459312956,MASTER_00144,Notices of the mediaeval geography and history of Central and Western Asia *,"Bretschneider, E.",1875,1870,Anthropology and Social Customs,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,10,2,0.6971859571823972,MASTER_00358,Notices of Christianity in China. Extracted from Marco Polo *,"Moule, A. C.",1915,1910,Religion and Philosophy,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
